,OFFER,RETAILER,BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO
502,Spend $275 at Vons,VONS,VONS,Spirits,39,2e390809-d293-43d2-bfa3-56b06d24b3e1,Rum,Spirits
503,Spend $275 at Vons,VONS,VONS,Spirits,39,79e71bb6-c6f8-4782-9e2c-aa535c8d06d7,Vodka,Spirits
504,"EXTRA®, select varieties",,EXTRA,Gum,12828,,,
505,"Ben & Jerry's® Doggie Desserts, 4 ounce, buy 2",,BEN AND JERRYS,Frozen Desserts,18085,,,
506,"Klondike Cones, spend $10 at Walmart ",WALMART,KLONDIKE,Frozen Desserts,5709,,,
507,"Klondike Cones, spend $10 at Walmart ",WALMART,KLONDIKE,Frozen Meals,1153,,,
508,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",MARTINS FOODS,GOOD HUMOR,Frozen Desserts,1052,,,
509,"Reese's Peanut Butter Bar, 6 count, at GIANT OR MARTIN’S",MARTINS FOODS,GOOD HUMOR,Dips & Salsa,596,,,
510,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,BEYOND MEAT,Plant-Based Meat,1584,,,
511,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,BEYOND MEAT,Frozen Plant-Based Meat,313,,,
512,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,BEYOND MEAT,Packaged Meat,30,,,
513,"Kradle, select products, online at Chewy.com",CHEWY,KRADLE,Cooking & Baking,91,,,
514,"Kradle, select products, online at Chewy.com",CHEWY,KRADLE,Dog Supplies,19,,,
515,Spend $120 at Star Market,STAR MARKET,STAR MARKET,Cooking & Baking,35,,,
516,Shop 2 times at Vons,VONS,VONS,Spirits,39,2e390809-d293-43d2-bfa3-56b06d24b3e1,Rum,Spirits
517,Shop 2 times at Vons,VONS,VONS,Spirits,39,79e71bb6-c6f8-4782-9e2c-aa535c8d06d7,Vodka,Spirits
518,Wonderworks™ Keto* Friendly Cereal,,WONDERWORKS,"Cereal, Granola, & Toaster Pastries",100,,,
519,"MTN DEW® Kickstart, 16-ounce 12 count, select varieties, at Amazon Storefront*",AMAZON,MOUNTAIN DEW,Carbonated Soft Drinks,68610,,,
520,When you join Costco as an Executive Member* (New Members Only),COSTCO,COSTCO,,,,,
521,"Adult Astepro® Allergy, 22 count at Dollar General",DOLLAR GENERAL STORE,ASTEPRO,Medicines & Treatments,313,,,
522,Shop 2 times at Pavilions,PAVILIONS,PAVILIONS,Cooking & Baking,15,,,
523,"SKITTLES®, select varieties",,SKITTLES,Candy,15809,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
524,"SKITTLES®, select varieties",,SKITTLES,Fruit Juices,74,,,
525,"Stubborn Soda OR Bundaberg Ginger Beer, select varieties, at Amazon Storefront*",AMAZON,STUBBORN SODA,Carbonated Soft Drinks,16,,,
526,"BallPark® buns, buy 2",,BALL PARK POP UPS,Bread,9922,,,
527,"BallPark® buns, buy 2",,BALL PARK POP UPS,Bakery,5920,,,
528,12 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
529,12 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
530,Spend $220 at Star Market,STAR MARKET,STAR MARKET,Cooking & Baking,35,,,
531,Frozen OR Fountain Drink at Casey's ,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
532,Frozen OR Fountain Drink at Casey's ,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
533,Spend $45 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Spirits,245,2e390809-d293-43d2-bfa3-56b06d24b3e1,Rum,Spirits
534,Spend $45 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Spirits,245,79e71bb6-c6f8-4782-9e2c-aa535c8d06d7,Vodka,Spirits
535,Spend $45 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Malt Beverages,33,,,
536,Visit OR order online from Casey's 3 times,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
537,Visit OR order online from Casey's 3 times,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
538,Spend $210 at Randalls,RANDALLS FOOD MARKETS,RANDALLS,,,,,
539,Visit OR order online from Casey's 5 times,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
540,Visit OR order online from Casey's 5 times,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
541,Any Tom Thumb receipt,TOM THUMB,TOM THUMB,,,,,
542,"Butterball, select varieties, spend $10 at Fry's Food Store",FRYS FOOD STORE,BUTTERBALL,Nut Butters & Jam,2107,,,
543,"Butterball, select varieties, spend $10 at Fry's Food Store",FRYS FOOD STORE,BUTTERBALL,Frozen Turkey,388,,,
544,"ORBIT®, select sizes, buy 1",,ORBIT,Gum,7268,,,
545,12 pack OR 2 liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
546,12 pack OR 2 liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
547,"Molson Coors®, select varieties, 12 Pack+, buy 2",,TOPO CHICO HARD SELTZER,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",4175,,,
548,"Thomas'®, select varieties, spend $10",,THOMAS,Bread,26490,,,
549,"Thomas'®, select varieties, spend $10",,THOMAS,Frozen Breakfast,258,,,
550,"Thomas'®, select varieties, spend $10",,THOMAS,Bakery,24,,,
551,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,BEYOND MEAT,Plant-Based Meat,1584,,,
552,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,BEYOND MEAT,Frozen Plant-Based Meat,313,,,
553,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,BEYOND MEAT,Packaged Meat,30,,,
554,Whole Pizza at Casey's ,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
555,Whole Pizza at Casey's ,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
556,"EXTRA®, select sizes",,EXTRA,Gum,12828,,,
557,Gorton's at select retailers,STOP & SHOP,GORTONS,Frozen Seafood,122,,,
558,Gorton's at select retailers,STOP & SHOP,GORTONS,Jerky & Dried Meat,14,,,
559,Gorton's at select retailers,STOP & SHOP,GORTONS,Frozen Meals,13,,,
560,Brita® Standard OR Elite Filters,,BRITA,Water,24,,,
561,Brita® Standard OR Elite Filters,,BRITA,Household Supplies,20,a55443a3-8852-4b1c-818b-10046614496c,Household Cleaning Supplies,Household Supplies
562,Brita® Standard OR Elite Filters,,BRITA,Household Supplies,20,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,Household Supplies,Household Supplies
563,Brita® Standard OR Elite Filters,,BRITA,Household Supplies,20,dc7b8939-091d-43c0-bd23-454be9e4995a,Pest Control,Household Supplies
564,Brita® Standard OR Elite Filters,,BRITA,Household Supplies,20,5d4a0ce8-cc6b-4b18-bf36-d35026ec60ec,Food Storage,Household Supplies
565,Brita® Standard OR Elite Filters,,BRITA,Household Supplies,20,1f782a22-5092-48ab-907c-847bf2fd4468,Laundry Supplies,Household Supplies
566,Spend $300 at Shaws,SHAWS,SHAWS,Cooking & Baking,28,,,
567,Spend $50 at Fresh Thyme Market,FRESH THYME MARKET,FRESH THYME MARKET,,,,,
568,"Starry™ Lemon Lime Soda multipacks, at Kroger",DILLONS GROCERY,STARRY,Carbonated Soft Drinks,2851,,,
569,"Barilla® pasta, select varieties, buy 3",,BARILLA,Dry Pasta,25852,,,
570,"Barilla® pasta, select varieties, buy 3",,BARILLA,Chips,5816,,,
571,"Barilla® pasta, select varieties, buy 3",,BARILLA,Red Pasta Sauce,581,,,
572,"Barilla® pasta, select varieties, buy 3",,BARILLA,Pesto Sauce,525,,,
573,"Fresh Bakery Products at Casey's, select varieties",CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
574,"Fresh Bakery Products at Casey's, select varieties",CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
575,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 2",,VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,,,
576,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 2",,VIZZY,Malt Beverages,857,,,
577,"Kradle, select varieties, online at Amazon",AMAZON,KRADLE,Cooking & Baking,91,,,
578,"Kradle, select varieties, online at Amazon",AMAZON,KRADLE,Dog Supplies,19,,,
579,"Starry™ Lemon Lime Soda, 7.5-ounce 10 pack, at Amazon Storefront*",AMAZON,STARRY,Carbonated Soft Drinks,2851,,,
580,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,EVOLVE,Carbonated Soft Drinks,1242,,,
581,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,EVOLVE,Meal Replacement Beverages,37,,,
582,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,EVOLVE,Frozen Turkey,20,,,
583,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,BURTS BEES,Makeup,1210,,,
584,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,BURTS BEES,Skin Care,160,,,
585,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,BURTS BEES,Hair Removal,90,,,
586,"Aleve® products AND AleveX™, select varieties, at Walmart",WALMART,ALEVE,Medicines & Treatments,2594,,,
587,"Beyond Meat® Plant-Based products, spend $15",,BEYOND MEAT,Plant-Based Meat,1584,,,
588,"Beyond Meat® Plant-Based products, spend $15",,BEYOND MEAT,Frozen Plant-Based Meat,313,,,
589,"Beyond Meat® Plant-Based products, spend $15",,BEYOND MEAT,Packaged Meat,30,,,
590,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Cooking & Baking,28252,,,
591,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Packaged Vegetables,4204,,,
592,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Rice & Grains,3469,,,
593,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Sauces & Marinades,1056,,,
594,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Water,850,,,
595,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Packaged Meat,785,,,
596,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Vegetables,512,,,
597,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Cookies,471,,,
598,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Dry Pasta,450,,,
599,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Bread,258,,,
600,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Fruits,256,,,
601,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Drink Mixes,252,,,
602,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Soup & Broth,186,,,
603,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Fruit Juices,171,,,
604,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Meals,138,,,
605,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Appetizers,90,,,
606,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Pickled Goods,83,,,
607,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Malt Beverages,68,,,
608,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Dips & Salsa,61,,,
609,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Deli Counter,59,,,
610,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Milk,46,,,
611,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Pasta & Noodles,40,e8d9c191-47c0-46eb-affd-34b08a44ebbc,Dry Pasta,Pasta & Noodles
612,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Pasta & Noodles,40,111bf216-d1df-4251-98b2-7bfa441d1bc0,Fresh Pasta,Pasta & Noodles
613,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Chicken,33,,,
614,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Pudding & Gelatin,32,,,
615,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Carbonated Soft Drinks,28,,,
616,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Frozen Seafood,21,,,
617,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Nut Butters & Jam,17,,,
618,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Packaged Seafood,17,,,
619,"GOYA® Adobo Seasoning, 8 ounce+",,GOYA,Crackers,12,,,
620,"Tyson Products, select varieties, spend $15 at Walmart",WALMART,AIDELLS,Packaged Meat,854,,,
621,Spend $210 at Safeway,SAFEWAY,SAFEWAY,Candy,529,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
622,Klondike Cones at Walmart ,WALMART,KLONDIKE,Frozen Desserts,5709,,,
623,Klondike Cones at Walmart ,WALMART,KLONDIKE,Frozen Meals,1153,,,
624,Spend $110 at Albertsons,ALBERTSONS,ALBERTSONS,Candy,150,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
625,"Bubbies Pickles, Sauerkraut, OR Condiments at Whole Foods or Sprouts",SPROUTS FARMERS MARKET,BUBBIES,Prepared Meals,600,,,
626,"Sara Lee® or Alfaros® Artesano bread, buy 2",,ALFAROS,Bakery,783,,,
627,"Sara Lee® or Alfaros® Artesano bread, buy 2",,ALFAROS,Bread,583,,,
628,"Beyond Meat® Plant-Based products, spend $20",,BEYOND MEAT,Plant-Based Meat,1584,,,
629,"Beyond Meat® Plant-Based products, spend $20",,BEYOND MEAT,Frozen Plant-Based Meat,313,,,
630,"Beyond Meat® Plant-Based products, spend $20",,BEYOND MEAT,Packaged Meat,30,,,
631,Spend $10 on Casey's branded packaged products,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
632,Spend $10 on Casey's branded packaged products,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
633,Any Randalls receipt,RANDALLS FOOD MARKETS,RANDALLS,,,,,
634,"Arber, at Target",TARGET,ARBER,,,,,
635,"Häagen-Dazs®, 28 ounce, at GROCERY* stores",,HAAGEN DAZS,Frozen Desserts,301,,,
636,Spend $130 at ACME,ACME,ACME,Medicines & Treatments,449,,,
637,"Spend $110 on a Full-Priced new Plus Membership and receive an ADDITIONAL 10,000 points",SAMS CLUB,SAMS CLUB,,,,,
638,"Butterball, select varieties, spend $10 at QFC",QFC,BUTTERBALL,Nut Butters & Jam,2107,,,
639,"Butterball, select varieties, spend $10 at QFC",QFC,BUTTERBALL,Frozen Turkey,388,,,
640,Spend $100 at Pavilions,PAVILIONS,PAVILIONS,Cooking & Baking,15,,,
641,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Household Supplies,6822,a55443a3-8852-4b1c-818b-10046614496c,Household Cleaning Supplies,Household Supplies
642,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Household Supplies,6822,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,Household Supplies,Household Supplies
643,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Household Supplies,6822,dc7b8939-091d-43c0-bd23-454be9e4995a,Pest Control,Household Supplies
644,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Household Supplies,6822,5d4a0ce8-cc6b-4b18-bf36-d35026ec60ec,Food Storage,Household Supplies
645,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Household Supplies,6822,1f782a22-5092-48ab-907c-847bf2fd4468,Laundry Supplies,Household Supplies
646,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Prepared Meals,1350,,,
647,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Crackers,835,,,
648,"Glad® Trash Bags, 4 OR 8 Gallon",,GLAD,Food Storage,268,,,
649,Tostitos® Toppers™,,TOSTITOS,Chips,21401,,,
650,Tostitos® Toppers™,,TOSTITOS,Dips & Salsa,9299,,,
651,Tostitos® Toppers™,,TOSTITOS,Sauces & Marinades,30,,,
652,:ratio™ KETO* Friendly Cereal OR Granola,,RATIO,Yogurt,1131,,,
653,:ratio™ KETO* Friendly Cereal OR Granola,,RATIO,"Cereal, Granola, & Toaster Pastries",1080,,,
654,:ratio™ KETO* Friendly Cereal OR Granola,,RATIO,Nuts & Seeds,120,,,
655,"Burt's Bees® products, select varieties, at Walmart",WALMART,BURTS BEES,Makeup,1210,,,
656,"Burt's Bees® products, select varieties, at Walmart",WALMART,BURTS BEES,Skin Care,160,,,
657,"Burt's Bees® products, select varieties, at Walmart",WALMART,BURTS BEES,Hair Removal,90,,,
658,"Bio-Oil® products, select varieties",,BIO OIL,Skin Care,61,,,
659,"Bio-Oil® products, select varieties",,BIO OIL,Cooking & Baking,41,,,
660,"André® California, Champagne OR Sparkling Wines, 750mL bottle",,ANDRE,Wine,614,,,
661,Spend $20 at Farmer Boys,FARMER BOYS,FARMER BOYS,,,,,
662,"Any General Mills™ products, spend $50",,ANNIES HOMEGROWN,,,,,
663,Chosen Foods® Dressings,,CHOSEN FOODS,Cooking & Baking,450,,,
664,Chosen Foods® Dressings,,CHOSEN FOODS,Dips & Salsa,173,,,
665,Chosen Foods® Dressings,,CHOSEN FOODS,Dressings,44,,,
666,Chosen Foods® Dressings,,CHOSEN FOODS,Condiments,18,,,
667,Spend $30 at Dickey's Barbecue Pit,DICKEYS BARBECUE PIT,DICKEYS BARBECUE PIT,,,,,
668,Degree for Men OR Women Dry Spray,,DEGREE,Deodorant & Antiperspirant,4674,,,
669,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 3",,VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,,,
670,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 3",,VIZZY,Malt Beverages,857,,,
671,Back to the Roots Microgreens Grow Kit OR Seed Refill at Walmart,WALMART,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
672,Spend $40 at KFC,KFC,KFC,,,,,
673,"Bai® Antioxidant, 6 pack, at Walmart",WALMART,BAI,Fruit Juices,4685,,,
674,"Bai® Antioxidant, 6 pack, at Walmart",WALMART,BAI,Water,2367,,,
675,"Bai® Antioxidant, 6 pack, at Walmart",WALMART,BAI,Drink Mixes,784,,,
676,"Bai® Antioxidant, 6 pack, at Walmart",WALMART,BAI,Tea,52,,,
677,Spend $20 at Dickey's Barbecue Pit,DICKEYS BARBECUE PIT,DICKEYS BARBECUE PIT,,,,,
678,Spend $25 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Spirits,245,2e390809-d293-43d2-bfa3-56b06d24b3e1,Rum,Spirits
679,Spend $25 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Spirits,245,79e71bb6-c6f8-4782-9e2c-aa535c8d06d7,Vodka,Spirits
680,Spend $25 at TGI Friday's,TGI FRIDAYS,TGI FRIDAYS,Malt Beverages,33,,,
681,"L'Oréal Paris Hair color, select varieties, spend $9 at Target",TARGET,LOREAL PARIS HAIR COLOR,Hair Care,542,,,
682,"Sargento Sliced Cheese, spend $18",,SARGENTO,Cheese,22912,,,
683,"SKITTLES®, select sizes",,SKITTLES,Candy,15809,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
684,"SKITTLES®, select sizes",,SKITTLES,Fruit Juices,74,,,
685,"LIFESAVERS®, any size, buy 1",,LIFESAVERS,Candy,14431,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,Gum,Candy
686,"L'Oréal Paris Makeup, spend $30 at Target",TARGET,LOREAL PARIS COSMETICS,Makeup,2124,,,
687,Spend $115 at Tom Thumb,TOM THUMB,TOM THUMB,,,,,
688,Any Randalls receipt,RANDALLS,RANDALLS,,,,,
689,Spend $75 at Randalls,RANDALLS,RANDALLS,,,,,
690,Shop 2 times at Randalls,RANDALLS FOOD MARKETS,RANDALLS,,,,,
691,"GATORADE® Fast Twitch®, 12-ounce single serve",,GATORADE,Sports Drinks,34829,,,
692,"GATORADE® Fast Twitch®, 12-ounce single serve",,GATORADE,Medicines & Treatments,25275,,,
693,"GATORADE® Fast Twitch®, 12-ounce single serve",,GATORADE,Meal Replacement Beverages,289,,,
694,Spend $10 at Nekter,NEKTER JUICE BAR,NEKTER,,,,,
695,"Brownie Brittle® Snacks, select varieties, buy 2",,BROWNIE BRITTLE,Bakery,563,,,
696,"Brownie Brittle® Snacks, select varieties, buy 2",,BROWNIE BRITTLE,Cookies,229,,,
697,Cheerios™ Oat Crunch Berry Cereal,,CHEERIOS,"Cereal, Granola, & Toaster Pastries",10876,,,
698,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Household Supplies,6822,a55443a3-8852-4b1c-818b-10046614496c,Household Cleaning Supplies,Household Supplies
699,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Household Supplies,6822,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,Household Supplies,Household Supplies
700,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Household Supplies,6822,dc7b8939-091d-43c0-bd23-454be9e4995a,Pest Control,Household Supplies
701,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Household Supplies,6822,5d4a0ce8-cc6b-4b18-bf36-d35026ec60ec,Food Storage,Household Supplies
702,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Household Supplies,6822,1f782a22-5092-48ab-907c-847bf2fd4468,Laundry Supplies,Household Supplies
703,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Prepared Meals,1350,,,
704,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Crackers,835,,,
705,Glad® ForceFlex Max Strength Trash Bags,,GLAD,Food Storage,268,,,
706,"GATORADE® Fast Twitch®, 12-ounce single serve, at Kroger",DILLONS GROCERY,GATORADE,Sports Drinks,34829,,,
707,"GATORADE® Fast Twitch®, 12-ounce single serve, at Kroger",DILLONS GROCERY,GATORADE,Medicines & Treatments,25275,,,
708,"GATORADE® Fast Twitch®, 12-ounce single serve, at Kroger",DILLONS GROCERY,GATORADE,Meal Replacement Beverages,289,,,
709,Spend $10 at CVS,CVS,CVS,Medicines & Treatments,39210,,,
710,Spend $10 at CVS,CVS,CVS,Fruit Juices,75,,,
711,Spend $10 at CVS,CVS,CVS,Cooking & Baking,45,,,
712,Spend $10 at CVS,CVS,CVS,Skin Care,44,,,
713,"OxiClean™ Laundry Stain Removers, select varieties at Walmart",WALMART,OXICLEAN,,,,,
714,Country Crock® Plant Based Cream at Walmart,WALMART,COUNTRY CROCK PLANT BUTTER,Nut Butters & Jam,2130,,,
715,2 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Cooking & Baking,58,,,
716,2 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,,,
717,Arnold® Grains Almighty,,ARNOLD BROWNBERRY OROWEAT,Bread,8390,,,
718,Arnold® Grains Almighty,,ARNOLD BROWNBERRY OROWEAT,Prepared Meals,86,,,
719,Arnold® Grains Almighty,,ARNOLD BROWNBERRY OROWEAT,Bakery,20,,,
720,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,SNUGGLE,Household Supplies,2214,a55443a3-8852-4b1c-818b-10046614496c,Household Cleaning Supplies,Household Supplies
721,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,SNUGGLE,Household Supplies,2214,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,Household Supplies,Household Supplies
722,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,SNUGGLE,Household Supplies,2214,dc7b8939-091d-43c0-bd23-454be9e4995a,Pest Control,Household Supplies
723,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,SNUGGLE,Household Supplies,2214,5d4a0ce8-cc6b-4b18-bf36-d35026ec60ec,Food Storage,Household Supplies
724,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,SNUGGLE,Household Supplies,2214,1f782a22-5092-48ab-907c-847bf2fd4468,Laundry Supplies,Household Supplies
725,"Hidden Valley® Ranch Night Seasoning Mix, 1 count",,HIDDEN VALLEY RANCH,Dips & Salsa,10661,,,
726,"Hidden Valley® Ranch Night Seasoning Mix, 1 count",,HIDDEN VALLEY RANCH,Sauces & Marinades,1537,,,
727,"Hidden Valley® Ranch Night Seasoning Mix, 1 count",,HIDDEN VALLEY RANCH,Cooking & Baking,237,,,
728,"Kradle, select varieties, at Pet Supplies Plus",PET SUPPLIES PLUS,KRADLE,Cooking & Baking,91,,,
729,"Kradle, select varieties, at Pet Supplies Plus",PET SUPPLIES PLUS,KRADLE,Dog Supplies,19,,,
730,"Back to the Roots Soils, select varieties and sizes, at Lowes",LOWES HOME IMPROVEMENT,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
731,"Butterball, select varieties, spend $10 at Mariano's",MARIANOS,BUTTERBALL,Nut Butters & Jam,2107,,,
732,"Butterball, select varieties, spend $10 at Mariano's",MARIANOS,BUTTERBALL,Frozen Turkey,388,,,
733,"CORE® Hydration, select varieties, buy 2 at Walmart",WALMART,CORE HYDRATION,Water,4595,,,
734,Spend $40 at Dickey's Barbecue Pit,DICKEYS BARBECUE PIT,DICKEYS BARBECUE PIT,,,,,
735,"General Mills™ snacks, select brands, spend $10",,BUGLES,Chips,3654,,,
736,"Back to the Roots Soils, select varieties, at Walmart or Lowes",LOWES HOME IMPROVEMENT,BACK TO THE ROOTS,Packaged Meals & Sides,146,,,
737,"Barilla® pasta, select varieties, buy 4",,BARILLA,Dry Pasta,25852,,,
738,"Barilla® pasta, select varieties, buy 4",,BARILLA,Chips,5816,,,
739,"Barilla® pasta, select varieties, buy 4",,BARILLA,Red Pasta Sauce,581,,,
740,"Barilla® pasta, select varieties, buy 4",,BARILLA,Pesto Sauce,525,,,
741,"GATORLYTE® OR GATORADE™ Fit Single Serve Bottle, select varieties",,GATORADE,Sports Drinks,34829,,,
742,"GATORLYTE® OR GATORADE™ Fit Single Serve Bottle, select varieties",,GATORADE,Medicines & Treatments,25275,,,
743,"GATORLYTE® OR GATORADE™ Fit Single Serve Bottle, select varieties",,GATORADE,Meal Replacement Beverages,289,,,
744,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,BURTS BEES,Makeup,1210,,,
745,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,BURTS BEES,Skin Care,160,,,
746,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,BURTS BEES,Hair Removal,90,,,
747,"Arber, at Walmart",WALMART,ARBER,,,,,
748,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 5",,VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,,,
749,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 5",,VIZZY,Malt Beverages,857,,,
